filename,pred_full_ft,conf,pred_nepali_adapter,human_truth
857_019.png,एन्क्रेप्ट,0.8997,,
388_022.png,बालिन्ह,0.8619,,
129_056.png,शैंक्षिप्ड,0.9054,,
85_023.png,प्रेर,0.9361,,
419_007.png,ऋष,0.9292,,
876_036.png,रोके,0.9216,,
433_023.png,ऊँ,0.9005,,
389_081.png,रहोगे,0.9121,,
420_024.png,इरंकाट,0.8452,,
392_020.png,फ़िरदाते,0.779,,
593_059.png,बच्चन,0.9294,,
431_027.png,तारादेवी,0.971,,
616_014.png,किनानर,0.9367,किनानर,
844_143.png,ख़ार,0.9372,,
957_024.png,तर्जोड़ेट,0.7823,,
470_053.png,हढ़,0.9509,हढ़,
403_086.png,भौगोलिक,0.9124,,
470_141.png,त्वच्छा,0.9082,त्वच्छा,
468_167.png,हड्डी,0.8994,,
415_087.png,जड़ी-बूटियाँ,0.9096,,
850_063.png,चाहे,0.9778,चाहे,
429_051.png,ॐ,0.9484,,
856_172.png,५़,0.9524,,
855_006.png,र्ध्म,0.9599,,
849_020.png,पिवाह,0.9616,,
388_052.png,शौचाल्य,0.8789,,
841_006.png,शर्आतिका,0.8716,,
844_131.png,फग्नाई,0.9353,छप्चार्द,
406_008.png,गध-रचन,0.9282,,
80_105.png,कू,0.9402,,
863_007.png,एप,0.9188,,
424_013.png,श्रीन-प्र,0.8379,,
404_006.png,क्षु,0.9069,,
617_033.png,प्रायाचिकता,0.8469,,
593_048.png,धार्लीकार,0.8994,,
429_099.png,एल्फ,0.9115,,
845_029.png,प्रारूप,0.8654,,
855_081.png,त्र,0.9955,त्र,
829_077.png,हे,0.9695,हे,
416_094.png,ॠषैण्डित,0.8274,,
855_023.png,फले,0.9231,,
442_056.png,लोका।,0.8991,,
957_170.png,भाषाओं,0.9109,,
874_009.png,ऊंडर्जा,0.9386,,
876_084.png,शार्इ-ॽ,0.8561,,
386_078.png,उच्छ्वा,0.928,,
419_026.png,क्वाँळजी,0.9182,,
955_041.png,रिफारिट,0.9493,,
128_122.png,५,0.9551,,
95_002.png,त्वच्छा,0.9775,त्वच्छा,
440_031.png,पड़ी।,0.9228,,
598_077.png,कार्त,0.9027,कार्त,
429_063.png,घड़नाव,0.8632,,
387_046.png,जुर्लभा,0.9093,,
415_111.png,ङ्क्षचति,0.937,,
833_011.png,घ्वन,0.9802,घ्वन,
860_003.png,ॠहार्च,0.8595,,
440_018.png,शंकर्ष,0.8365,,
415_138.png,ई,0.9293,,
849_141.png,नानु,0.9109,,
641_141.png,परोक्षाएं,0.8666,,
597_057.png,प्रत्यक्ष,0.9877,प्रत्यक्ष,
847_016.png,र्ध्व,0.9673,र्ध्व,
616_105.png,जूनागढ़,0.9042,,
399_059.png,शंकरदे,0.8391,,
429_016.png,जीप,0.8854,,
399_006.png,ई,0.9241,,
424_043.png,०,0.9789,,
867_037.png,लक्ष्मी,0.9101,,
831_005.png,प्रीवाकार,0.8653,,
82_036.png,हुँदेन,0.8874,,
428_056.png,अवस्था,0.9368,,
867_071.png,हर्यटके,0.9047,,
835_034.png,जब्दे,0.9373,,
609_040.png,क्रतिबल,0.8737,,
835_017.png,हैॽ,0.939,,
598_048.png,त,0.9495,,
470_006.png,ब्रैक्टरी,0.9161,,
416_089.png,ब्रूब-ब-खुदों,0.7867,,
398_094.png,सहला,0.9384,,
74_049.png,देयर्पोपी,0.8153,,
641_044.png,क्या,0.9899,,
390_148.png,स्किन्ह,0.9287,,
87_029.png,ग्रेक,0.8621,,
129_077.png,प्रहरा,0.9087,,
394_025.png,अफगायिक,0.9148,अफगायिक,
402_010.png,गू,0.9029,,
844_008.png,५,0.9551,,
403_043.png,५,0.9292,,
941_023.png,शर्ता,0.9208,,
853_100.png,ब्रह्मचार,0.9425,ब्रह्मचार,
606_001.png,नेत्र,0.9886,नेत्र,
838_054.png,परंको,0.8435,,
387_002.png,क्वी,0.9045,क्वी,
595_028.png,दुष्प्रभाव,0.8878,,
594_020.png,प्रख्ञा,0.9168,प्रख्या,
838_046.png,त-पाठ,0.9067,,
618_028.png,कुत्रकारियों,0.8952,,
80_003.png,बीले,0.991,बीले,
426_026.png,लुत्रा,0.9022,,
829_016.png,पर्यवस्था,0.9523,पर्यवस्था,
126_054.png,हो,0.9981,हो,
853_096.png,एल्फिंग्ड,0.9166,,
861_005.png,सल्लानि,0.8944,,
395_048.png,रुन्नि,0.9074,रुन्नि,
853_120.png,तरू,0.9416,रुदू,
82_003.png,क्राका,0.9157,,
867_134.png,हर्षे,0.9018,,
429_048.png,र,0.963,,
874_013.png,ऊँ,0.9484,,
845_045.png,उत्तरों,0.9023,,
448_026.png,रुद्ध,0.9267,रुद्ध,
394_056.png,काम्बे,0.9366,काम्बे,
433_090.png,प्रफ्त्र,0.8727,,
610_039.png,ब्लागन,0.9565,,
403_013.png,कश्म,0.9375,,
616_019.png,नौनिरा,0.9196,,
125_053.png,तार,0.9372,,
861_027.png,प्रीमिले,0.8698,,
860_032.png,चत्रा,0.9349,,
428_067.png,भगवत्सागरूप,0.8832,,
642_003.png,सपना,0.9516,,
873_010.png,पतलाई,0.8962,,
407_064.png,०,0.9731,,
74_017.png,चारू,0.894,,
393_047.png,भर्ताई,0.9124,भर्ताई,
843_171.png,गाले,0.9497,गाले,
435_032.png,१७६१,0.9318,,
957_150.png,कथाता।,0.9308,,
845_012.png,नर्तक्षा,0.9323,,
841_003.png,व्यंत्रकारी,0.9277,,
413_039.png,ॐकार्य,0.8409,,
471_045.png,होए,0.9961,होए,
873_019.png,लफडे,0.8862,,
403_068.png,ॠषि,0.8879,,
827_006.png,र्वे,0.9372,,
877_015.png,२,0.9622,,
80_025.png,क्षय,0.9385,,
125_009.png,अफज़रित,0.8916,,
838_096.png,ऐसे,0.9223,ऐसे,
442_053.png,ई,0.9249,,
633_046.png,विश्वीपूर्ण,0.9006,,
127_066.png,स्क्र,0.9514,,
395_004.png,श्रद्धासाबी,0.9102,,
470_023.png,प्रत्यक्त्वी,0.9201,,
956_089.png,पैर्नाग्रिक,0.8959,,
951_002.png,रोट,0.9099,,
438_029.png,ॾ,0.8909,,
422_038.png,१४,0.9469,१४,
386_111.png,शालत,0.9404,शालत,
423_014.png,पत्रिकाओं,0.9288,,
833_014.png,परंख्या,0.9402,पफंक्षा,
389_064.png,लागिरेबाज़,0.8846,,
390_062.png,मध्यात्मक,0.8999,,
864_036.png,क्षे,0.9144,क्षे,
633_003.png,फो,0.9466,फो,
954_033.png,क्षणभ,0.9299,,
388_016.png,कार्बार्थ,0.955,,
872_006.png,तुचाए,0.9092,तुचाए,
80_075.png,मध्यान,0.9576,,
873_074.png,क्लि,0.9463,,
396_176.png,चुन्यना,0.8884,,
397_034.png,ऋतु,0.9228,,
849_212.png,जाऊचलेगी,0.8844,,
619_044.png,लंडलंनि,0.9399,,
828_000.png,त,0.9656,,
404_034.png,न्यूयार,0.8749,,
429_019.png,राऊँ,0.8803,,
78_118.png,फीलॉबाट,0.8815,,
84_023.png,पताईंके,0.8516,,
606_017.png,रुच,0.9671,रुच,
415_125.png,५-६,0.9195,,
827_004.png,एण्ड्रेय,0.837,,
87_021.png,मंसार,0.9787,,
864_004.png,४५,0.9812,४५,
855_109.png,मार्डो,0.9184,मार्डो,
413_076.png,विद्यानिवास,0.9055,,
859_019.png,चरित्रवात,0.8972,,
439_054.png,क्षणभ,0.9261,,
598_042.png,याये,0.9439,,
851_016.png,रेलप्लर,0.9252,रेलप्लर,
471_037.png,पेसीमा,0.9691,पेसीमा,
611_018.png,फा,0.9197,,
75_071.png,पार्दे,0.968,पार्दे,
615_051.png,सच्चालक,0.9711,,
396_098.png,का,0.9992,का,
425_005.png,रोटा,0.9161,,
418_005.png,०,0.9431,,
387_011.png,तिब्रार्थी,0.8075,,
447_031.png,बढा,0.9112,,
127_092.png,स्केण्डीयां,0.8504,,
835_095.png,उज्जु,0.9542,उज्जु,
829_027.png,डर,0.9573,ऊपर,
419_044.png,प्रबन्धा,0.933,प्रबन्धा,
835_098.png,ई,0.9519,,
416_104.png,स्नातकश्राद्ध,0.8131,,
125_117.png,पुरोध्यम,0.8581,,
388_046.png,हु,0.929,,
857_073.png,कर्ड़े,0.8809,,
844_067.png,चेरो,0.9779,चेरो,
386_126.png,नष्ड,0.9204,नष्ड,
419_024.png,प्रकोण,0.9848,प्रकोण,
387_066.png,अपनो,0.9374,,
128_111.png,सद्वार्थो,0.8933,,
444_044.png,बोलते-बोलते,0.8374,,
388_043.png,हुईं,0.9479,हुईं,
75_011.png,दिक्फों,0.9191,,
422_014.png,अपहरणकर्त,0.9312,,
431_035.png,शिक्षाप्रद,0.9682,शिक्षाप्रद,
850_043.png,लैजेल,0.8979,,
628_020.png,क्षम,0.9686,,
416_006.png,चड़ि,0.8744,,
827_003.png,क्वे,0.872,,
397_098.png,ब्रांडेड,0.9242,,
861_048.png,श्रमिण्ड,0.8661,,
834_010.png,मामाशीर,0.9562,,
834_095.png,२,0.9208,,
619_001.png,नित,0.9456,,
423_049.png,श्रीच्यू,0.8639,,
88_060.png,प्रेकों,0.8645,,
619_006.png,शिष्टा,0.9378,,
952_000.png,प्रतिवर्ष,0.9311,प्रतिवर्ष,
601_017.png,स्पैत,0.9433,,
411_014.png,देथी,0.8972,,
391_004.png,मेल्यकी,0.9178,,
391_047.png,ब्राणि,0.9938,,
849_199.png,कुर्ते,0.9589,,
609_083.png,प्राष्ट्रीय,0.8794,,
468_151.png,चवर्षोत्तरों,0.8514,,
606_024.png,आ॓फों,0.9089,,
602_047.png,पत्रको,0.9641,पत्रको,
618_011.png,नागरिकाओं,0.9613,नागरिकाओं,
863_006.png,ई-कई,0.8692,,
386_049.png,न्युनिकरण,0.9374,,
851_044.png,कण्ठ,0.9159,,
849_109.png,क्षुक्रों,0.8753,,
848_037.png,१६,0.9279,,
391_071.png,साध,0.9448,,
386_155.png,प्रभाव,0.9995,प्रभाव,
599_004.png,पर।,0.9445,पर।,
862_007.png,क्षैया,0.9465,,
448_012.png,सुर्इ,0.9033,सुर्इ,
947_001.png,प्रभामन,0.9735,प्रभामन,
394_019.png,करणसापेक्षता,0.8816,,
425_017.png,ईंद्रि,0.9283,,
411_034.png,श्रीघ्र,0.8888,,
411_011.png,ॠषि,0.9606,,
81_031.png,प्रख्याश,0.8697,,
615_004.png,कपा,0.9934,कपा,
399_015.png,ब्लिंग,0.9046,,
409_021.png,ई,0.9473,,
431_036.png,क्षी,0.9746,,
617_039.png,समया,0.983,समया,
425_036.png,शिक्षुक्रियों,0.8635,,
389_009.png,कामजॉलेंगे,0.845,,
612_000.png,लिय,0.9903,लिय,
952_008.png,चिपा,0.9199,,
828_009.png,नीले,0.9782,नीले,
391_063.png,लारिश,0.9845,लारिश,
130_002.png,संशर,0.8893,,
849_087.png,तत्काण,0.9289,,
827_025.png,पत्रा,0.9689,पत्रा,
957_056.png,वा।,0.9399,,
126_107.png,मौत्ति,0.95,,
390_187.png,पविकाले,0.8998,,
869_013.png,ज़रान,0.8383,,
958_084.png,कर्मचारी,0.9254,ऊर्धार।,
421_057.png,ज़्यादा,0.89,,
404_053.png,४०,0.9769,४०,
601_006.png,चलॉगील,0.8406,,
628_023.png,डुन्न,0.9268,,
621_004.png,कैक,0.9792,कैक,
415_160.png,भौगोलिक,0.9347,भौगोलिक,
598_075.png,शिहि,0.9755,शिहि,
386_122.png,स्नेतगाई,0.8788,,
404_026.png,तत्पादकूर्ड,0.8415,,
593_041.png,निर्गुन,0.9396,,
125_035.png,आजू,0.9699,जापू,
596_053.png,परोक्षाओं,0.9344,परोक्षाओं,
429_022.png,रुद्ध,0.9148,रुद्ध,
88_051.png,नामजदूर,0.9248,,
89_001.png,चेत्र,0.8954,,
616_040.png,फिरून,0.9165,,
432_066.png,श्रीच,0.9392,,
606_015.png,लेस्ट्रीनेस,0.86,,
856_070.png,त्रे,0.879,,
864_013.png,श्रु,0.914,,
88_039.png,फला,0.9443,,
829_057.png,पार्वे,0.8991,,
85_035.png,तैनिकू,0.9292,,
860_011.png,जयप्रकाश,0.8986,,
633_014.png,खातो,0.9935,खातो,
402_042.png,ई,0.9593,,
411_006.png,ईश्वर्दि,0.8898,,
435_004.png,शॉर्इ।,0.8077,,
416_062.png,ब्रांडेड,0.9284,,
386_120.png,रुँह,0.9002,,
834_144.png,ऋषि,0.9661,ऋषि,
864_099.png,ई,0.9903,,
827_052.png,श्रीच्यु,0.9585,श्रीच्यु,
386_160.png,संस्थानओं,0.9817,संस्थानओं,
867_086.png,ङ्क्षलग,0.8864,,
440_001.png,बाईं,0.8737,,
386_098.png,५,0.9724,,
129_127.png,ब्राह्मणे,0.8961,,
835_028.png,नर्न,0.921,,
619_068.png,मानदेनाई,0.8725,,
642_042.png,स्नातक,0.9704,स्नातक,
80_040.png,प्रण,0.9683,प्रण,
403_001.png,संवाददात,0.9029,,
386_093.png,चखने,0.9208,,
74_020.png,डाग,0.9477,डाग,
389_086.png,नियम्त्रण,0.9749,नियम्त्रण,
410_007.png,मिति,0.9653,,
388_005.png,कार्यभारी,0.9362,कार्यभारी,
838_032.png,५ं,0.9817,५ं,
387_075.png,संचार,0.9989,संचार,
853_013.png,जड़ी-बूटि,0.8806,,
421_038.png,श्रू,0.8867,,
599_023.png,आज़ार,0.9745,आज़ार,
396_080.png,परिवार,1.0,परिवार,
833_052.png,पत्नी,0.9862,पत्नी,
424_036.png,श्रातःप्रसाल,0.8417,,
834_140.png,जुकारेन,0.8793,,
838_023.png,चमकता,0.9882,चमकता,
128_248.png,सपा,0.9161,,
843_074.png,यत्रीकार्ड,0.827,,
390_002.png,मीति,0.991,मीति,
604_002.png,कविंश,0.9352,कविंश,
849_173.png,जारेबाज़ी,0.9344,जारेबाज़ी,
835_019.png,स्वचालन,0.9025,,
831_068.png,श्रीवालीन,0.8941,,
78_033.png,गर्मामा,0.974,गर्मामा,
440_046.png,नून,0.9237,,
428_024.png,सग्बाधि,0.873,,
415_001.png,खां,0.9281,पेज,
850_055.png,श्वार्थाचार्ड,0.8843,,
86_062.png,रोटा,0.9589,रोटा,
440_010.png,बीनून,0.8707,,
422_025.png,लुस्तिनिकी,0.7694,,
429_028.png,श्रृंगा,0.9799,,
597_059.png,पर्यवस्था,0.8921,,
397_075.png,रुक्रियाँ,0.8175,,
848_025.png,पर्दे,0.9913,पर्दे,
435_058.png,श्रद्ध-कुर,0.7792,,
616_079.png,लार्गिर,0.9461,,
440_043.png,चंक्तरह,0.8168,,
868_001.png,प्रख्ञाती,0.8898,,
388_071.png,चार्जशेन,0.9203,,
126_018.png,लागि,0.9961,,
616_096.png,पिल,0.9851,पिल,
843_104.png,चित्रण,0.8882,,
831_032.png,तिर्न,0.8977,,
392_004.png,बढ़े,0.9432,बढ़े,
388_083.png,४०,0.9471,४०,
82_014.png,सत्थर्ती,0.8998,,
415_147.png,१९४६,0.9437,,
642_092.png,गरुप,0.8982,,
397_101.png,सुविधानुसार,0.915,भौगोलिक,
468_065.png,एन्क्र,0.9216,,
388_010.png,विषय,0.9737,,
424_005.png,कॄस,0.9064,,
470_130.png,कुर्फीति,0.8744,,
432_062.png,चित्री,0.8734,,
403_006.png,६-६,0.9168,,
611_020.png,जायसवाल,0.943,जायसवाल,
957_018.png,न्यायाधिक,0.9158,,
827_069.png,ईश्वरत्व,0.9482,,
857_002.png,षंत्राएं,0.9101,,
436_021.png,मन्ने,0.9361,,
842_005.png,व्षय,0.9512,,
849_117.png,निजूनी,0.8393,,
79_001.png,श्रेष्ठी,0.9467,श्रेष्ठी,
125_128.png,निन,0.9776,निन,
850_025.png,आश्वर्या,0.8913,,
954_051.png,मानिन्दु,0.8658,,
829_038.png,धोएं,0.9129,,
435_048.png,पापान।,0.8438,,
85_064.png,प्रकाशना,0.8995,,
393_001.png,याज,0.9637,याज,
398_028.png,सार्वजनिक,0.9997,सार्वजनिक,
396_007.png,थरूठे,0.922,,
393_057.png,ज्ञान,0.9394,ज्ञान,
866_032.png,पहलु,0.9532,छल्य,
402_052.png,शुध्रा,0.8619,,
430_004.png,गी,0.8883,,
432_009.png,ई,0.9678,,
839_041.png,परीक्षार्त,0.8933,,
415_105.png,क्षुत्र,0.879,,
86_091.png,जादु,0.9851,जादु,
449_010.png,लार,0.9808,लार,
414_038.png,बोट,0.9978,बोट,
855_070.png,कृतज्ञ,0.9,,
844_119.png,रुकी,0.9412,,
429_002.png,तान्धे,0.9341,,
642_084.png,एकरूव,0.9393,,
633_045.png,क्षे,0.9175,,
426_021.png,क्षत्रिाय,0.8929,,
958_041.png,जोधी,0.954,जोधी,
130_006.png,कार्बि,0.9823,कार्बि,
390_171.png,भले,0.9333,,
844_120.png,बोंताओ,0.9312,बोंताओ,
431_006.png,फ़ाब,0.9224,,
129_028.png,बारहिण्ड,0.8894,,
125_058.png,चौनिक,0.9702,चौनिक,
445_048.png,कहॉं,0.9355,,
876_005.png,पंच,0.9917,पंच,
397_074.png,श्रीच-फाँ,0.8376,,
844_166.png,निज,0.9678,,
428_043.png,१९,0.9742,१९,
403_069.png,न्व,0.9655,,
866_013.png,बुल्हे,0.911,बुल्हे,
611_081.png,खिंता,0.9506,खिंता,
828_031.png,लैपटा,0.9474,,
857_037.png,त्रे,0.9008,,
609_028.png,प्रेषीमा,0.9772,,
830_012.png,केशर्ड,0.9082,,
126_024.png,वामुन,0.9749,,
389_006.png,तार्ब्य,0.8955,,
855_128.png,यच्छ्रा,0.9017,,
401_013.png,ई,0.9282,,
827_107.png,डेम,0.9589,,
128_187.png,विकास।,0.9271,विकास।,
957_033.png,१४,0.9444,१४,
470_125.png,व्याकरणिकारी,0.8782,,
835_000.png,उत्तुण,0.9267,,
829_004.png,श्रालत,0.9163,श्रालत,
